-135.027,62.169,1
-118.885,74.0675,2
-113.9,72.0288,2
-95.1976,84.3282,3
-86.3705,88.1985,3
-73.3729,86.8681,3
-69.1697,91.9212,3
-62.754,92.3604,3
-62.96309452779898,99.091561296592587,4
